timestamp,event,pair,tool,direction,price,score,base_score,mtf_penalty_applied,trend_4h,rsi_4h,bullish_4h_pct,fng,fng_regime,leverage,position_size,sl_pct,hold_bars,reason,range_pos_24h,atr_pct,short_pressure_score,liquidity_cap_usage,correlation_group,collapse_gate,range_pct_24h,btc_trend_4h,btc_ret_24h,evidence_tier,evidence_risk_mult,evidence_live_trades,evidence_live_pnl,pnl_pct,pnl_dollar,bars_held,close_reason,tool_streak,balance,active_balance
2026-04-21 12:23:09,CLOSE,RAVEUSD,dip_buy_5pct,long,1.748350,,,,,,81,33,Neutral,,,,,,,,,,,,,,,,,,,0.0596,2.0940,0,partial_TP hit @ $1.7384,W1,357.63,391.54
2026-04-21 12:43:26,CLOSE,RAVEUSD,dip_buy_5pct,long,1.748650,,,,,,81,33,Neutral,,,,,,,,,,,,,,,,,,,0.0598,2.1004,1.4,Take profit (remaining) @ $1.7384,W2,357.57,392.71
2026-04-21 14:40:11,OPEN,RAVEUSD,deep_dip_8h,long,1.546396,15.40,19.25,0.80,bearish,35.8,81,33,Neutral,1,71.10,0.040,8,DEEP DIP 8h: -9.9% drop,,,,,,,,,,,,,,,,,,0,355.48,284.38
2026-04-21 15:00:12,CLOSE,RAVEUSD,deep_dip_8h,long,1.314800,,,,,,82,33,Neutral,,,,,,,,,,,,,,,,,,,-0.1384,-14.7575,0.2,Stop loss @ $1.4540,L1,325.74,433.05
2026-04-21 16:48:37,OPEN,HYPEUSD,btc_alt_spread,long,39.890045,4.35,5.44,0.80,bearish,24.8,71,33,Neutral,1,68.10,0.040,24,BTC ALT SPREAD: BTC +0.9% vs HYPEUSD -2.3%; RSI=21.1,,,,,,,,,,,,,,,,,,L1,340.50,272.40
2026-04-22 15:04:56,OPEN,RAVEUSD,flash_crash,long,1.171264,17.59,21.98,0.80,bearish,33.8,82,32,Neutral,1,68.46,0.070,8,FLASH CRASH: -14.7% drop 12h,0.2069,15.2535,0.0,0.0011,other,collapse,,,,,,,,,,,,0,342.29,205.73
2026-04-22 16:00:26,OPEN,TAOUSD,btc_alt_spread,long,244.049814,0.22,0.28,0.80,bearish,44.9,82,32,Neutral,1,67.11,0.040,24,"BTC ALT SPREAD: BTC +4.6% vs TAOUSD -0.3%, RSI=34.5",0.38,1.0042,0.0,0.0025,mid_cap,normal,,,,,,,,,,,,L1,338.95,101.05
2026-04-22 16:53:04,OPEN,LINKUSD,btc_alt_spread,long,9.425295,0.99,0.76,1.30,bullish,53.6,75,32,Neutral,1,68.30,0.040,24.0,"BTC ALT SPREAD: BTC +4.0% vs LINKUSD +0.8%, RSI=32.6",0.623,0.6343,1.35,,defi,normal,,,,,,,,,,,,L1,344.95,38.75
2026-04-22 17:12:05,CLOSE,HYPEUSD,btc_alt_spread,long,41.110000,,,,,,83,32,Neutral,,,,,,,,,,,,,,,,,,,0.0241,1.6401,24.1,Hold timeout (24.1h) — no signal conviction (retry),W1,349.91,127.87
2026-04-22 17:34:09,OPEN,DOTUSD,btc_alt_spread,long,1.287856,0.66,0.51,1.30,bullish,50.8,83,32,Neutral,1,68.26,0.040,24.0,"BTC ALT SPREAD: BTC +4.4% vs DOTUSD +1.3%, RSI=32.8",0.4568,0.7791,0.06,,alt_l1,normal,,,,,,,,,,,,W1,344.76,106.70
2026-04-22 17:39:22,OPEN,LINKUSD,btc_alt_spread,long,9.436250,0.46,0.35,1.30,bullish,53.5,83,32,Neutral,1,67.98,0.040,24.0,"BTC ALT SPREAD: BTC +4.3% vs LINKUSD +1.0%, RSI=34.0",0.6184,0.6268,1.4,,defi,normal,,,,,,,,,,,,W1,343.34,37.30
2026-04-23 02:21:46,CLOSE,DOTUSD,btc_alt_spread,long,1.265900,,,,,,66,46,Neutral,,,,,,0.4568,0.7791,0.06,,alt_l1,normal,,,,,,,,-0.0235,-1.6075,8.7,Conviction decay — no long support after 8.7h,L1,320.49,66.66
2026-04-23 02:21:56,OPEN,JITOSOLUSD,simple_buy_uptrend,long,111.934005,4.98,3.83,1.30,bullish,72.5,66,46,Neutral,1,29.03,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=3.8%",0.8027,0.0937,6.72,0.0003,other,normal,,,,,,,,,,,,0,320.49,37.62
2026-04-23 02:37:09,OPEN,XMRUSD,btc_alt_spread,long,362.538640,13.41,16.76,0.80,bearish,37.2,44,46,Neutral,1,56.01,0.040,24.0,"BTC ALT SPREAD: BTC +0.6% vs XMRUSD -7.1%, RSI=17.6",0.0022,1.37,0.0,0.002,other,normal,,,,,,,,,,,,L1,317.12,14.71
2026-04-23 03:02:29,OPEN,LINKUSD,btc_alt_spread,long,9.201237,7.56,9.44,0.80,bearish,31.3,39,46,Neutral,1,50.87,0.040,24.0,"BTC ALT SPREAD: BTC +0.5% vs LINKUSD -3.3%, RSI=15.3",0.0851,0.6478,0.0,,defi,normal,,,,,,,,,,,,L1,319.08,13.36
2026-04-23 03:37:46,CLOSE,RAVEUSD,flash_crash,long,0.941720,,,,,,41,46,Neutral,,,,,,0.2069,15.2535,0.0,0.0011,other,collapse,,,,,,,,-0.1935,-19.8731,12.5,Stop loss @ $1.0773,L1,299.06,96.03
2026-04-23 04:13:13,CLOSE,TAOUSD,btc_alt_spread,long,241.536500,,,,,,25,46,Neutral,,,,,,0.38,1.0042,0.0,0.0025,mid_cap,normal,,,,,,,,-0.0168,-1.1274,12.1,Conviction decay — no long support after 12.1h,L2,317.79,181.87
2026-04-23 16:15:21,OPEN,XBTUSD,simple_buy_uptrend,long,78305.527650,7.02,5.40,1.30,bullish,60.3,75,46,Neutral,1,31.87,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=5.4%",0.5899,0.5767,5.76,0.0001,large_cap,normal,,,,,,,,,,,,0,321.66,41.30
2026-04-23 16:15:46,OPEN,AVAXUSD,buy_btc_leading,long,9.375310,5.67,7.09,0.80,bearish,51.5,75,46,Neutral,1,17.99,0.180,1008.0,"BTC LEADING: BTC +5.4%, alt lag 6.8%",0.5,0.6849,0.0,,alt_l1,normal,,,,,,,,,,,,0,321.66,23.31
2026-04-23 16:15:59,OPEN,SOLUSD,buy_btc_leading,long,86.106925,5.10,6.37,0.80,bearish,47.6,75,46,Neutral,1,10.15,0.180,1008.0,"BTC LEADING: BTC +5.4%, alt lag 5.8%",0.3375,0.6125,0.0,,large_cap,normal,,,,,,,,,,,,0,321.66,13.16
2026-04-23 16:16:12,OPEN,ETHUSD,buy_btc_leading,long,2329.954440,4.57,5.71,0.80,bearish,39.4,75,46,Neutral,1,5.73,0.180,1008.0,"BTC LEADING: BTC +5.4%, alt lag 5.2%",0.2474,0.7132,0.0,0.0,large_cap,normal,,,,,,,,,,,,0,321.66,7.43
2026-04-23 16:16:24,OPEN,XRPUSD,buy_btc_leading,long,1.428845,4.35,5.44,0.80,bearish,49.1,75,46,Neutral,1,3.23,0.180,1008.0,"BTC LEADING: BTC +5.4%, alt lag 5.2%",0.4647,0.5362,0.0,0.0,mid_cap,normal,,,,,,,,,,,,0,321.66,4.19
2026-04-23 16:33:02,OPEN,LTCUSD,buy_btc_leading,long,55.712130,7.90,6.08,1.30,bullish,53.3,75,46,Neutral,1,31.86,0.180,1008.0,"BTC LEADING: BTC +5.5%, alt lag 5.6%",0.6,0.4985,5.81,,mid_cap,normal,,,,,,,,,,,,0,321.63,41.28
2026-04-23 16:33:35,OPEN,XBTUSD,simple_buy_uptrend,long,78372.494150,7.13,5.48,1.30,bullish,61.2,75,46,Neutral,1,17.98,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=5.5%",0.62,0.5836,5.76,0.0,large_cap,normal,,,,,,,,,,,,0,321.63,23.30
2026-04-23 16:34:01,OPEN,AVAXUSD,buy_btc_leading,long,9.395300,5.74,7.17,0.80,bearish,51.5,75,46,Neutral,1,10.15,0.180,1008.0,"BTC LEADING: BTC +5.5%, alt lag 6.8%",0.5,0.7001,0.0,,alt_l1,normal,,,,,,,,,,,,0,321.63,13.15
2026-04-23 16:34:28,OPEN,SOLUSD,buy_btc_leading,long,86.136910,5.22,6.52,0.80,bearish,45.8,75,46,Neutral,1,5.73,0.180,1008.0,"BTC LEADING: BTC +5.5%, alt lag 6.0%",0.2965,0.6234,0.0,,large_cap,normal,,,,,,,,,,,,0,321.63,7.42
2026-04-23 16:35:01,OPEN,ETHUSD,buy_btc_leading,long,2333.162835,4.63,5.79,0.80,bearish,39.4,75,46,Neutral,1,3.23,0.180,1008.0,"BTC LEADING: BTC +5.5%, alt lag 5.2%",0.2486,0.7169,0.0,0.0,large_cap,normal,,,,,,,,,,,,0,321.63,4.19
2026-04-23 16:41:13,OPEN,LTCUSD,buy_btc_leading,long,55.692140,7.80,6.00,1.30,bullish,53.9,75,46,Neutral,1,25.85,0.180,1008.0,"BTC LEADING: BTC +5.4%, alt lag 5.5%",0.6154,0.4983,5.84,,mid_cap,normal,,,,,,,,,,,,0,321.44,33.49
2026-04-23 16:41:50,OPEN,XBTUSD,simple_buy_uptrend,long,78340.110350,7.05,5.42,1.30,bullish,60.5,75,46,Neutral,1,14.59,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=5.4%",0.5965,0.584,5.76,0.0,large_cap,normal,,,,,,,,,,,,0,321.44,18.91
2026-04-23 16:42:28,OPEN,SOLUSD,buy_btc_leading,long,86.086935,5.19,6.49,0.80,bearish,45.1,75,46,Neutral,1,8.23,0.180,1008.0,"BTC LEADING: BTC +5.4%, alt lag 6.0%",0.2808,0.6262,0.0,,large_cap,normal,,,,,,,,,,,,0,321.44,10.67
2026-04-23 16:49:57,CLOSE,AVAXUSD,reconciled,long,9.390000,,,,,,36,46,Neutral,,,,,,,,,,,,,,,,,,,-0.0065,-0.0659,0.0,Slot replacement for buy_btc_leading LDOUSD score 17.4,,321.57,167.53
2026-04-23 16:49:57,CLOSE,ETHUSD,reconciled,long,2332.810000,,,,,,36,46,Neutral,,,,,,,,,,,,,,,,,,,-0.0061,-0.0217,0.1,Slot replacement for buy_btc_leading ZECUSD score 13.3,,321.55,171.04
2026-04-23 17:20:18,OPEN,DOTUSD,btc_alt_spread,long,1.231384,2.92,3.65,0.80,bearish,21.2,36,46,Neutral,1,37.72,0.040,24.0,"BTC ALT SPREAD: BTC -1.6% vs DOTUSD -4.7%, RSI=25.5",0.0046,0.7706,0.0,,alt_l1,normal,,,,,,,,,,,,L2,320.78,132.55
2026-04-23 21:38:15,CLOSE,XBTUSD,simple_buy_uptrend,long,78000.000000,,,,,,36,46,Neutral,,,,,,0.5965,0.584,5.76,0.0,large_cap,normal,,,,,,,,-0.0108,-0.1582,4.9,Bearish overlay: distribution_short score 539.2,L1,321.22,99.37
2026-04-24 03:12:20,CLOSE,LINKUSD,btc_alt_spread,long,9.332280,,,,,,47,39,Neutral,,,,,,0.0851,0.6478,0.0,,defi,normal,,,,,,,,0.0077,0.3939,24.1,Hold timeout (24.1h) — no signal conviction,W1,322.14,199.37
2026-04-24 17:44:04,CLOSE,DOTUSD,btc_alt_spread,long,1.256600,,,,,,67,39,Neutral,,,,,,0.0046,0.7706,0.0,,alt_l1,normal,,,,,,,,0.0140,0.5273,24.2,Hold timeout (24.2h) — no signal conviction,W2,321.88,188.63
2026-04-25 07:14:55,CLOSE,XMRUSD,btc_alt_spread,long,371.800000,,,,,,79,31,Neutral,,,,,,0.0022,1.37,0.0,0.002,other,normal,,,,,,,,0.0190,1.0668,52.5,Hold timeout (52.5h) — no signal conviction,W3,322.21,293.18
2026-04-27 00:54:11,OPEN,AVAXUSD,simple_buy_uptrend,long,9.475260,4.84,3.72,1.30,bullish,58.4,100,47,Neutral,1,37.78,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=3.7%",0.6818,0.6032,4.32,,alt_l1,normal,0.0,up,0.0192,,,,,,,,,L1,321.28,142.02
2026-04-27 00:54:16,OPEN,LINKUSD,simple_buy_uptrend,long,9.495700,4.64,3.57,1.30,bullish,68.6,100,47,Neutral,1,37.78,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=3.6%",0.8394,0.4973,4.69,,defi,normal,0.0,up,0.0194,,,,,,,,,L1,321.28,104.24
2026-04-27 00:54:27,OPEN,LTCUSD,simple_buy_uptrend,long,56.341815,4.44,3.41,1.30,bullish,54.6,100,47,Neutral,1,37.40,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=3.4%",0.8382,0.3998,4.49,,mid_cap,normal,0.0,up,0.0192,,,,,,,,,L1,321.28,66.84
2026-04-27 00:54:32,OPEN,SOLUSD,simple_buy_uptrend,long,87.036460,4.08,3.14,1.30,bullish,66.1,100,47,Neutral,1,28.82,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=3.1%",0.7986,0.5146,4.75,,large_cap,normal,0.0,up,0.0192,,,,,,,,,L1,321.28,38.02
2026-04-27 00:59:12,OPEN,DOTUSD,buy_btc_leading,long,1.267766,6.67,5.13,1.30,bullish,58.3,100,47,Neutral,1,16.56,0.180,1008.0,"BTC LEADING: BTC +6.2%, alt lag 5.1%",0.8378,0.6301,5.24,,alt_l1,normal,0.0,up,0.0228,,,,,,,,,0,321.29,21.46
2026-04-27 01:09:20,OPEN,DOTUSD,buy_btc_leading,long,1.269665,7.83,6.03,1.30,bullish,59.8,100,47,Neutral,1,37.78,0.180,1008.0,"BTC LEADING: BTC +6.4%, alt lag 5.6%",0.8833,0.6135,4.59,,alt_l1,normal,0.0,up,0.0217,,,,,,,,,0,321.29,142.02
2026-04-27 01:09:25,OPEN,LINKUSD,simple_buy_uptrend,long,9.521727,5.27,4.05,1.30,bullish,72.5,100,47,Neutral,1,37.78,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=4.1%",0.8262,0.5273,5.14,,defi,normal,0.0,up,0.0217,,,,,,,,,L1,321.29,104.24
2026-04-27 01:09:30,OPEN,LTCUSD,simple_buy_uptrend,long,56.391790,4.51,3.47,1.30,bullish,57.0,100,47,Neutral,1,37.78,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=3.5%",0.8,0.3934,4.68,,mid_cap,normal,0.0,up,0.0219,,,,,,,,,L1,321.29,66.45
2026-04-27 01:19:29,OPEN,AVAXUSD,simple_buy_uptrend,long,9.495250,5.27,4.05,1.30,bullish,62.8,100,47,Neutral,1,37.74,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=4.1%",0.7826,0.6099,4.68,,alt_l1,normal,0.0,up,0.0195,,,,,,,,,L1,320.93,66.26
2026-04-27 01:19:35,OPEN,LINKUSD,simple_buy_uptrend,long,9.507814,5.01,3.85,1.30,bullish,70.3,100,47,Neutral,1,28.86,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=3.9%",0.7603,0.5425,5.0,,defi,normal,0.0,up,0.0198,,,,,,,,,L1,320.93,37.40
2026-04-27 01:19:47,OPEN,BNBUSD,simple_buy_uptrend,long,636.401640,3.18,2.44,1.30,bullish,64.1,100,47,Neutral,1,16.12,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=2.4%",0.7571,0.3445,4.97,,large_cap,normal,0.0,up,0.0197,,,,,,,,,L1,320.93,21.28
2026-04-27 01:29:35,OPEN,XBTUSD,simple_buy_uptrend,long,78869.645450,7.75,5.96,1.30,bullish,74.9,100,47,Neutral,1,37.77,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=6.0%",0.7159,0.5382,5.59,0.0001,large_cap,normal,0.0208,up,0.0179,,,,,,,,,L1,321.16,66.39
2026-04-27 01:29:41,OPEN,AVAXUSD,simple_buy_uptrend,long,9.485255,5.13,3.94,1.30,bullish,61.5,100,47,Neutral,1,28.92,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=3.9%",0.7391,0.6181,4.6,,alt_l1,normal,0.0,up,0.0179,,,,,,,,,L1,321.16,37.47
2026-04-27 01:29:52,OPEN,BNBUSD,simple_buy_uptrend,long,636.241720,3.05,2.35,1.30,bullish,62.0,100,47,Neutral,1,16.15,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=2.3%",0.7111,0.3513,4.9,,large_cap,normal,0.0,up,0.0179,,,,,,,,,L1,321.16,21.32
2026-04-27 02:15:17,OPEN,SOLUSD,simple_buy_uptrend,long,87.446255,4.38,3.37,1.30,bullish,74.0,100,47,Neutral,1,37.80,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=3.4%",0.8128,0.5322,5.58,,large_cap,normal,0.0,up,0.0232,,,,,,,,,L1,321.44,179.04
2026-04-27 02:25:26,OPEN,SOLUSD,simple_buy_uptrend,long,87.436260,4.33,3.33,1.30,bullish,73.6,100,47,Neutral,1,37.80,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=3.3%",0.798,0.5324,5.55,,large_cap,normal,0.0,up,0.0221,,,,,,,,,L1,321.39,178.99
2026-04-27 02:30:31,OPEN,BNBUSD,simple_buy_uptrend,long,637.171255,3.21,2.47,1.30,bullish,66.6,100,47,Neutral,1,37.41,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=2.5%",0.8183,0.3505,5.09,,large_cap,normal,0.0,up,0.0224,,,,,,,,,L1,321.40,141.59
2026-04-27 05:02:31,OPEN,XMRUSD,simple_buy_uptrend,long,388.425690,14.05,10.81,1.30,bullish,59.6,100,47,Neutral,1,37.78,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=10.8%",0.395,1.1007,1.36,0.0012,other,normal,0.0845,up,0.0107,,,,,,,,,L1,321.25,141.08
2026-04-27 05:02:38,OPEN,XBTUSD,simple_buy_uptrend,long,78805.477550,7.00,5.38,1.30,bullish,67.4,100,47,Neutral,1,37.78,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=5.4%",0.6305,0.4644,5.1,0.0001,large_cap,normal,0.0223,up,0.0107,,,,,,,,,L1,321.25,103.30
2026-04-27 05:02:45,OPEN,ETHUSD,simple_buy_uptrend,long,2378.120345,5.25,4.04,1.30,bullish,69.4,100,47,Neutral,1,37.39,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=4.0%",0.6834,0.5506,5.57,0.0002,large_cap,normal,0.0372,up,0.0107,,,,,,,,,L1,321.25,65.91
2026-04-27 05:02:53,OPEN,XRPUSD,buy_btc_leading,long,1.437911,4.97,3.82,1.30,bullish,62.0,100,47,Neutral,1,28.71,0.180,1008.0,"BTC LEADING: BTC +5.4%, alt lag 3.6%",0.7051,0.4203,5.04,0.0006,mid_cap,normal,0.0187,up,0.011,,,,,,,,,0,321.25,37.20
2026-04-27 05:17:39,OPEN,HYPEUSD,simple_buy_uptrend,long,42.748615,5.18,3.99,1.30,bullish,68.5,100,47,Neutral,1,16.46,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=4.0%",0.6858,0.7102,9.16,0.0006,mid_cap,normal,0.0637,up,0.0015,,,,,,,,,L1,318.91,21.32
2026-04-27 07:39:28,CLOSE,DOTUSD,buy_btc_leading,long,1.232000,,,,,,57,47,Neutral,,,,,,0.8833,0.6135,4.59,,alt_l1,normal,0.0,up,0.0217,,,,,-0.0362,-1.3664,6.4,Slot replacement for simple_buy_uptrend XMRUSD score 12.6,L1,314.30,42.00
2026-04-27 08:04:54,OPEN,XMRUSD,simple_buy_uptrend,long,387.855975,13.00,10.00,1.30,bullish,58.9,57,47,Neutral,1,37.10,0.180,1008.0,"UPTREND BUY: 50>200 SMA, ret1w=10.0%",0.2537,1.178,16.56,0.0012,other,normal,0.0662,mixed,-0.0036,,,,,,,,,L1,315.50,53.45
2026-04-27 15:20:47,OPEN,XMRUSD,btc_alt_spread,long,378.810500,2.43,1.87,1.30,bullish,41.7,21,47,Neutral,1,36.48,0.040,24.0,"BTC ALT SPREAD: BTC -1.3% vs XMRUSD -4.5%, RSI=27.3",0.0064,1.4454,0.0,0.0011,other,normal,0.0662,mixed,-0.0117,,,,,,,,,W3,313.39,51.97
2026-04-27 15:30:45,CLOSE,XMRUSD,btc_alt_spread,long,389.510000,,,,,,21,47,Neutral,,,,,,0.0064,1.4454,0.0,0.0011,other,normal,0.0662,mixed,-0.0117,,,,,-0.0022,-0.0829,0.1,Bearish overlay: falling_wedge_short score 31.2 (retry),L1,312.52,87.58
2026-04-27 15:40:52,CLOSE,HYPEUSD,simple_buy_uptrend,long,41.870000,,,,,,21,47,Neutral,,,,,,0.6858,0.7102,9.16,0.0006,mid_cap,normal,0.0637,up,0.0015,,,,,-0.0271,-0.4452,10.3,Bearish overlay: falling_wedge_short score 27.2,L2,312.27,103.78
2026-04-28 05:52:21,OPEN,ZECUSD,btc_alt_spread,long,337.581125,5.67,7.09,0.80,bearish,24.8,0,33,Neutral,1,37.13,0.040,24.0,"BTC ALT SPREAD: BTC -1.1% vs ZECUSD -4.3%, RSI=18.0",0.0951,1.4438,0.0,0.0011,other,normal,0.0706,mixed,-0.0103,,,,,,,,,L1,312.55,66.93
2026-04-28 06:48:07,OPEN,HYPEUSD,btc_alt_spread,long,40.709635,3.57,4.46,0.80,bearish,30.4,0,33,Neutral,1,36.64,0.040,24.0,"BTC ALT SPREAD: BTC -1.4% vs HYPEUSD -4.4%, RSI=23.1",0.0224,0.856,0.0,0.0013,mid_cap,normal,0.0543,mixed,-0.0129,,,,,,,,,L1,311.59,29.33
2026-04-28 15:24:28,CLOSE,ZECUSD,btc_alt_spread,long,334.180000,,,,,,0,33,Neutral,,,,,,0.0951,1.4438,0.0,0.0011,other,normal,0.0706,mixed,-0.0103,,,,,-0.0166,-0.6155,9.5,Conviction decay — btc_alt_spread support faded to 2.8 after 9.5h,L2,308.44,63.31
2026-04-28 15:24:35,OPEN,ZECUSD,btc_alt_spread,long,334.422705,2.28,2.85,0.80,bearish,24.0,0,33,Neutral,1,35.90,0.040,24.0,"BTC ALT SPREAD: BTC -1.0% vs ZECUSD -4.4%, RSI=28.6",0.1354,1.2114,0.0,0.0014,other,normal,0.0835,mixed,-0.0073,,,,,,,,,L2,308.44,27.41
2026-04-28 15:34:29,CLOSE,HYPEUSD,btc_alt_spread,long,39.770000,,,,,,0,33,Neutral,,,,,,0.0224,0.856,0.0,0.0013,mid_cap,normal,0.0543,mixed,-0.0129,,,,,-0.0296,-1.0840,8.4,Conviction decay — btc_alt_spread support faded to 4.5 after 8.4h (retry),L3,307.33,62.93
2026-04-28 15:34:35,OPEN,HYPEUSD,btc_alt_spread,long,39.660160,5.24,6.55,0.80,bearish,19.8,0,33,Neutral,1,35.77,0.040,24.0,"BTC ALT SPREAD: BTC -1.1% vs HYPEUSD -4.9%, RSI=21.0",0.0647,1.0112,0.0,0.0013,mid_cap,normal,0.0622,mixed,-0.009,,,,,,,,,L3,307.33,27.16
2026-04-29 00:37:19,CLOSE,JITOSOLUSD,simple_buy_uptrend,long,107.100000,,,,,,0,26,Fear,,,,,,0.8027,0.0937,6.72,0.0003,other,normal,,,,,,,,-0.0497,-1.4425,142.0,"Regime exit: F&G=26 < 30, bull tool in fear",L3,308.61,199.15
2026-04-29 00:42:21,CLOSE,XBTUSD,simple_buy_uptrend,long,76340.400000,,,,,,0,26,Fear,,,,,,0.6305,0.4644,5.1,0.0001,large_cap,normal,0.0223,up,0.0107,,,,,-0.0378,-1.4273,43.5,"Regime exit: F&G=26 < 30, bull tool in fear",L4,308.69,237.01
2026-04-29 13:32:25,CLOSE,ZECUSD,btc_alt_spread,long,327.020000,,,,,,27,26,Fear,,,,,,0.1354,1.2114,0.0,0.0014,other,normal,0.0835,mixed,-0.0073,,,,,-0.0286,-1.0281,22.0,Conviction decay — no long support after 22.0h,L4,307.74,163.90
2026-04-29 15:59:01,CLOSE,HYPEUSD,btc_alt_spread,long,39.540000,,,,,,14,26,Fear,,,,,,0.0647,1.0112,0.0,0.0013,mid_cap,normal,0.0622,mixed,-0.009,,,,,-0.0095,-0.3409,24.1,Hold timeout (24.1h) — no signal conviction (retry),L5,307.92,307.92
2026-04-29 16:04:11,OPEN,JITOSOLUSD,vpin_toxic,long,106.156895,13.26,16.58,0.80,bearish,34.7,14,26,Fear,1,29.90,0.040,8.0,"VPIN TOXIC: VPIN=0.83, red candle",0.0294,0.2692,0.0,0.0004,other,normal,0.0286,down,-0.0028,probation_rebound,0.65,3,2.7359999999999998,,,,,W1,308.26,278.36
2026-04-30 02:36:53,CLOSE,JITOSOLUSD,vpin_toxic,long,105.790000,,,,,,0,29,Fear,,,,,,0.0294,0.2692,0.0,0.0004,other,normal,0.0286,down,-0.0028,probation_rebound,0.65,3,2.7359999999999998,-0.0100,-0.2977,10.5,Hold timeout (10.5h) — no signal conviction,L1,307.72,307.72
2026-05-01 11:38:45,OPEN,DOTUSD,month_start_long,long,1.195302,15.60,19.50,0.80,bearish,33.1,54,26,Fear,1,17.93,0.040,24.0,MONTH START LONG: day 1 of month,0.0519,0.5838,0.0,,alt_l1,normal,0.0,mixed,0.014,calendar_edge,0.65,0,0.0,,,,,0,308.03,290.10
2026-05-01 12:34:31,OPEN,XRPUSD,month_start_long,long,1.385367,25.35,19.50,1.30,bullish,63.9,67,26,Fear,1,17.93,0.040,24.0,MONTH START LONG: day 1 of month,0.9337,0.4511,5.06,0.0003,mid_cap,normal,0.0133,mixed,0.021,calendar_edge,0.65,0,0.0,,,,,0,308.04,272.18
